provincia_id,fecha,hr_media,hr_min,hr_max,tmed,tmin,tmax,prec,velmedia,racha,pres_max,pres_min,sol
38,2022-01-02,31.54,20.53,48.48,18.64,14.33,22.93,0.0,3.35,8.83,973.9,971.38,9.24
39,2022-01-02,68.9,37.42,90.47,12.49,6.89,18.1,0.0,2.18,12.22,966.68,961.04,5.12
40,2022-01-02,54.38,34.62,87.5,10.29,4.75,15.81,0.0,2.46,7.41,873.8,871.4,4.75
41,2022-01-02,70.12,46.67,91.87,13.11,5.78,20.43,0.01,1.17,4.13,1001.54,998.84,8.95
42,2022-01-02,60.83,40.08,87.69,9.35,2.38,16.31,0.03,1.43,8.11,906.1,903.6,4.3
43,2022-01-02,74.27,53.0,95.6,10.4,3.5,17.33,0.0,1.74,6.14,1021.3,1018.75,7.9
44,2022-01-02,53.73,32.18,75.65,10.36,2.69,18.04,0.0,1.51,5.61,943.37,940.57,7.3
45,2022-01-02,75.0,49.7,89.8,9.62,2.36,16.88,0.0,1.01,4.63,949.4,947.2,7.5
46,2022-01-02,65.42,41.74,87.74,11.86,3.92,19.78,0.0,0.93,4.31,994.07,991.37,7.7
47,2022-01-02,77.78,60.67,96.22,9.2,2.9,15.52,0.0,1.56,6.07,938.35,935.85,4.0
48,2022-01-02,60.22,33.7,89.2,14.67,8.84,20.5,0.0,1.62,10.98,1014.45,1008.8,4.5
49,2022-01-02,77.0,59.69,96.92,9.55,3.96,15.14,0.04,1.92,6.04,936.15,933.12,6.5
50,2022-01-02,85.07,67.79,95.14,6.52,1.42,11.62,0.0,1.08,4.64,981.64,978.78,1.86
51,2022-01-02,84.0,76.0,92.0,13.0,11.3,14.8,0.0,1.7,5.0,1020.1,1017.2,2.5
52,2022-01-02,82.0,71.0,94.0,12.2,9.5,15.0,0.0,1.4,4.7,1024.4,1021.5,7.9
1,2022-01-03,78.44,61.67,98.33,9.3,3.38,15.26,0.0,2.87,12.27,967.9,956.55,6.8
2,2022-01-03,54.75,29.5,84.67,11.13,2.23,20.03,0.0,1.18,5.6,945.65,939.42,8.0
3,2022-01-03,71.25,47.42,88.92,11.6,3.92,19.32,0.02,1.26,4.94,1023.07,1015.47,6.63
4,2022-01-03,66.4,52.4,79.4,13.19,8.07,18.3,0.02,1.87,6.56,995.78,990.02,5.8
5,2022-01-03,71.89,47.22,96.33,10.13,2.93,17.33,0.0,1.74,7.34,899.5,891.7,7.1
6,2022-01-03,76.18,53.5,95.14,13.51,6.74,20.29,0.01,0.96,3.71,983.33,976.78,8.3
7,2022-01-03,84.32,74.15,93.9,12.23,9.48,14.99,0.0,2.19,7.41,1022.89,1014.53,1.5
8,2022-01-03,71.54,53.22,88.43,10.7,5.56,15.84,0.0,1.87,6.36,980.02,970.22,4.87
9,2022-01-03,79.14,62.36,95.14,8.39,2.9,13.86,0.01,2.54,10.11,931.88,922.15,4.03
10,2022-01-03,79.07,60.07,94.69,11.6,6.29,16.92,0.01,1.09,4.45,986.6,979.3,7.77
11,2022-01-03,76.73,55.14,93.93,12.9,6.69,19.11,0.04,1.55,5.21,1007.59,1002.77,8.9
12,2022-01-03,66.62,45.0,81.56,10.94,5.11,16.81,0.02,1.44,5.94,961.35,952.95,8.15
13,2022-01-03,68.0,42.2,93.3,11.32,3.23,19.42,0.05,0.94,4.35,952.72,946.25,7.8
14,2022-01-03,67.79,41.43,92.64,13.39,5.63,21.15,0.01,1.16,4.47,974.5,968.7,9.1
15,2022-01-03,87.88,79.75,93.19,13.07,11.09,15.07,27.95,7.32,20.37,1009.73,993.46,2.65
16,2022-01-03,68.31,44.92,91.77,8.84,0.88,16.81,0.0,1.22,5.31,930.05,923.25,7.6
17,2022-01-03,78.71,56.62,95.38,9.62,3.3,15.93,0.0,1.15,6.04,980.28,968.2,6.27
18,2022-01-03,51.46,30.31,68.92,11.78,4.94,18.61,0.0,1.78,4.85,932.35,927.2,8.05
19,2022-01-03,73.56,52.56,93.44,8.34,1.8,14.91,0.0,1.67,6.88,925.7,918.0,6.97
20,2022-01-03,63.56,41.38,93.44,13.35,7.37,19.34,0.0,2.47,14.05,1008.3,993.5,5.4
21,2022-01-03,69.69,47.69,92.0,14.86,8.3,21.41,0.01,1.37,4.6,1009.15,1003.85,9.2
22,2022-01-03,74.61,55.76,91.69,7.33,2.13,12.54,0.0,1.1,5.07,928.73,920.4,5.77
23,2022-01-03,54.55,33.45,80.91,13.62,6.27,20.93,0.0,0.78,3.64,964.25,958.65,7.35
24,2022-01-03,87.46,72.54,97.85,5.66,0.57,10.8,0.05,1.35,6.71,914.0,902.75,3.1
25,2022-01-03,72.38,53.91,89.86,6.81,1.13,12.47,0.01,1.44,4.85,987.85,978.95,4.1
26,2022-01-03,81.75,65.12,94.88,7.94,3.11,12.8,0.04,1.3,8.23,985.1,975.2,5.1
27,2022-01-03,69.09,56.73,88.91,12.08,7.4,16.76,8.22,3.3,15.18,974.6,959.8,3.6
28,2022-01-03,72.32,51.61,93.56,8.86,2.95,14.76,0.0,1.12,5.85,922.0,914.72,7.48
29,2022-01-03,75.6,59.75,90.45,12.69,7.27,18.12,0.02,1.19,3.84,1018.83,1013.17,3.25
30,2022-01-03,60.48,38.63,82.0,12.42,4.71,20.15,0.0,1.45,5.37,1003.0,996.6,8.44
31,2022-01-03,83.55,63.2,99.3,8.52,2.53,14.5,0.02,1.15,7.12,983.6,973.45,6.7
32,2022-01-03,78.92,62.25,95.67,10.16,4.54,15.78,2.1,2.13,11.28,970.35,957.3,4.35
33,2022-01-03,64.64,45.4,84.72,12.66,7.1,18.22,2.85,3.11,14.62,979.84,964.2,3.96
34,2022-01-03,89.43,71.5,98.75,6.44,1.11,11.8,0.02,2.48,10.11,914.75,904.05,4.1
35,2022-01-03,42.89,26.83,67.69,18.66,14.26,23.06,0.01,2.73,8.9,1023.76,1020.19,9.18
36,2022-01-03,87.45,77.4,96.6,12.1,9.28,14.92,13.08,4.18,12.72,1011.9,997.6,1.4
37,2022-01-03,69.5,47.07,96.71,9.96,2.95,16.95,0.01,3.11,10.21,915.36,906.72,8.0
38,2022-01-03,40.22,21.14,62.11,17.38,13.18,21.57,0.0,2.5,8.28,973.36,970.18,9.08
39,2022-01-03,67.32,47.55,92.4,11.39,5.39,17.37,0.06,4.02,15.83,964.74,950.26,5.38
40,2022-01-03,66.12,42.5,93.75,9.95,4.45,15.45,0.0,3.01,10.5,871.65,864.05,6.0
41,2022-01-03,68.69,44.31,92.38,14.2,7.01,21.39,0.03,1.11,4.61,999.72,994.32,9.2
42,2022-01-03,72.92,50.62,94.62,8.89,2.26,15.5,0.0,2.7,10.85,904.0,895.9,6.8
43,2022-01-03,79.09,58.3,96.7,10.04,4.02,16.05,0.0,1.2,4.97,1020.75,1011.05,5.57
44,2022-01-03,63.71,44.25,84.31,9.71,2.61,16.8,0.0,1.78,6.59,941.73,933.63,8.27
45,2022-01-03,73.5,47.8,91.9,9.96,2.63,17.25,0.02,1.04,4.64,947.8,941.0,8.6
46,2022-01-03,68.26,41.53,89.84,11.42,3.32,19.54,0.0,0.93,5.31,992.83,985.2,7.6
47,2022-01-03,80.44,54.56,98.78,9.08,1.93,16.21,0.0,2.3,7.59,936.55,927.5,6.65
48,2022-01-03,62.89,44.9,92.6,13.07,7.08,19.0,0.0,3.26,17.38,1012.55,998.15,5.0
49,2022-01-03,82.23,59.0,98.31,9.06,2.39,15.71,0.0,2.08,8.64,934.22,924.48,4.3
50,2022-01-03,82.21,63.21,96.0,8.24,1.99,14.49,0.0,1.22,5.24,979.56,970.44,6.04
51,2022-01-03,89.0,78.0,94.0,12.4,10.7,14.2,0.0,1.7,5.0,1017.7,1012.2,3.0
52,2022-01-03,87.0,72.0,97.0,12.2,9.6,14.7,0.0,1.7,4.4,1021.9,1016.6,7.4
1,2022-01-04,78.89,53.44,96.89,9.22,4.03,14.46,15.88,3.47,15.77,956.8,948.8,2.9
2,2022-01-04,66.58,40.25,92.42,10.94,4.06,17.81,0.98,3.58,16.39,939.42,929.72,7.85
3,2022-01-04,63.58,38.0,87.08,14.02,6.56,21.48,0.0,1.98,17.87,1015.47,1004.63,8.47
4,2022-01-04,66.6,39.8,86.4,13.18,7.73,18.64,0.03,4.7,19.5,990.02,979.8,5.4
5,2022-01-04,79.11,47.11,94.89,7.1,1.82,12.36,4.87,5.24,17.47,891.7,882.8,2.9
6,2022-01-04,87.83,66.35,97.26,9.4,5.17,13.63,1.95,4.03,12.85,977.68,970.93,2.58
7,2022-01-04,83.66,67.22,95.07,14.78,10.72,18.84,2.27,3.46,11.37,1014.53,1001.32,5.48
8,2022-01-04,62.52,44.18,86.0,12.8,7.26,18.34,4.03,2.55,8.66,966.36,955.02,5.43
9,2022-01-04,74.86,48.86,94.0,7.07,1.71,12.44,6.39,4.68,16.2,922.45,912.98,2.38
10,2022-01-04,85.86,64.59,97.17,8.39,5.07,11.7,4.32,3.24,12.97,980.2,972.48,1.63
11,2022-01-04,85.67,65.29,97.36,13.07,8.19,17.97,0.92,3.47,12.43,1003.14,997.91,3.5
12,2022-01-04,47.33,32.33,89.67,11.77,3.84,19.69,1.22,2.17,18.29,952.95,940.2,8.75
13,2022-01-04,79.25,51.9,96.0,9.87,4.0,15.72,2.04,3.87,15.03,946.25,936.85,5.58
14,2022-01-04,87.21,69.43,97.43,9.54,5.01,14.05,1.86,3.02,13.16,968.73,961.67,0.6
15,2022-01-04,90.53,78.31,98.0,10.52,6.94,14.14,6.71,3.59,17.19,1004.89,991.5,2.2
16,2022-01-04,79.92,50.54,97.15,7.94,1.13,14.76,5.46,3.26,17.72,923.25,911.4,4.85
17,2022-01-04,75.95,52.62,94.24,10.81,4.97,16.65,0.89,1.94,10.46,968.24,958.28,5.63
18,2022-01-04,64.15,32.69,87.62,9.76,2.77,16.73,0.21,3.35,16.86,927.2,919.55,7.35
19,2022-01-04,79.89,56.62,98.0,7.04,1.71,12.34,5.33,3.28,13.78,918.0,905.75,3.87
20,2022-01-04,70.25,37.94,96.0,13.15,7.49,18.8,25.67,3.9,17.06,996.8,988.1,0.8
21,2022-01-04,83.15,69.31,98.08,10.71,6.99,14.44,0.38,3.05,13.21,1005.18,999.7,1.4
22,2022-01-04,74.55,54.76,96.38,6.68,1.09,12.26,3.08,1.94,12.8,920.4,909.4,4.43
23,2022-01-04,81.27,60.91,92.91,9.74,5.33,14.18,2.94,2.98,12.05,958.65,950.62,5.55
24,2022-01-04,84.0,68.08,95.46,5.02,1.59,8.54,5.86,4.25,14.59,904.45,895.45,0.57
25,2022-01-04,69.48,48.41,95.27,6.96,0.29,13.64,3.65,2.25,10.21,978.95,966.4,3.0
26,2022-01-04,81.25,53.38,97.38,7.86,2.4,13.34,6.76,3.8,16.42,975.2,964.9,3.0
27,2022-01-04,89.18,61.73,95.91,9.3,4.64,13.99,13.53,2.13,13.8,968.8,955.4,0.2
28,2022-01-04,81.81,55.89,96.11,6.9,1.65,12.17,7.91,2.98,17.45,910.8,899.48,1.68
29,2022-01-04,73.1,40.8,93.6,13.94,7.69,20.2,0.59,3.2,14.69,1013.17,1005.85,3.55
30,2022-01-04,62.52,37.3,85.74,13.5,6.23,20.77,0.1,2.6,15.15,996.6,985.8,8.36
31,2022-01-04,75.14,50.52,96.9,10.29,4.44,16.13,16.95,3.85,13.54,973.45,962.7,4.4
32,2022-01-04,86.25,63.83,96.58,8.07,4.06,12.08,12.32,2.85,15.85,963.55,950.3,0.4
33,2022-01-04,87.72,46.08,96.84,11.14,5.02,17.24,22.26,3.37,16.8,973.01,960.37,0.13
34,2022-01-04,87.12,73.25,96.5,4.3,0.04,8.59,3.95,4.8,15.08,904.5,895.65,0.65
35,2022-01-04,54.2,29.39,76.75,17.96,13.59,22.32,0.01,2.76,9.57,1022.27,1019.57,9.22
36,2022-01-04,89.55,78.7,96.8,10.08,6.64,13.57,10.36,2.31,14.59,1006.33,991.73,2.1
37,2022-01-04,80.64,61.43,93.64,6.27,2.12,10.41,3.15,5.32,17.94,907.8,899.28,1.4
38,2022-01-04,41.61,24.11,70.15,16.61,12.29,20.94,0.01,2.94,10.41,972.07,969.44,9.07
39,2022-01-04,81.41,49.89,95.47,10.12,4.94,15.29,20.76,4.27,18.55,956.12,945.64,0.0
40,2022-01-04,69.75,38.5,98.0,6.14,-0.37,12.6,9.78,6.2,18.71,864.05,854.4,2.9
41,2022-01-04,87.5,66.44,96.81,11.18,6.98,15.36,1.47,2.56,12.05,994.32,988.32,3.0
42,2022-01-04,74.23,46.77,95.62,7.2,1.0,13.41,5.97,6.45,16.35,895.9,885.6,6.2
43,2022-01-04,70.82,47.2,95.1,11.78,4.94,18.61,4.83,1.74,15.39,1011.05,997.5,7.23
44,2022-01-04,55.88,37.47,93.12,8.7,1.36,16.02,2.81,2.67,16.76,933.63,921.57,5.9
45,2022-01-04,79.6,52.89,93.22,8.87,3.28,14.47,2.83,3.96,15.75,941.05,930.4,5.9
46,2022-01-04,54.26,32.79,85.84,14.84,7.14,22.51,0.02,2.37,16.51,985.2,973.83,8.6
47,2022-01-04,75.44,56.67,94.11,7.0,1.73,12.24,2.01,6.49,16.77,927.5,917.4,2.45
48,2022-01-04,75.22,43.9,95.0,12.39,7.28,17.49,21.33,5.16,17.46,1002.75,993.3,1.1
49,2022-01-04,77.0,63.92,92.62,5.99,1.98,10.02,0.47,5.95,16.42,925.7,916.22,1.37
50,2022-01-04,73.21,48.93,94.57,9.82,3.68,15.98,6.47,2.33,16.62,970.44,958.36,3.36
51,2022-01-04,65.0,49.0,96.0,15.4,10.7,20.0,0.2,3.9,14.2,1012.2,1007.4,6.7
52,2022-01-04,66.0,27.0,99.0,14.7,7.1,22.3,0.0,3.3,13.6,1016.6,1009.6,8.4
1,2022-01-05,85.78,71.78,96.56,3.62,0.64,6.61,0.74,1.5,10.6,960.25,956.3,3.1
2,2022-01-05,70.5,59.08,88.25,5.37,2.51,8.25,1.7,3.88,12.75,936.25,932.0,6.25
3,2022-01-05,44.5,32.58,69.42,11.92,8.54,15.32,0.27,4.65,17.95,1011.8,1005.63,7.23
4,2022-01-05,45.82,32.36,75.73,11.7,8.06,15.31,1.0,4.5,17.24,987.48,982.68,7.5
5,2022-01-05,83.11,65.89,97.11,4.31,1.29,7.41,4.96,3.41,12.46,890.8,886.0,1.2
6,2022-01-05,87.61,75.43,98.0,8.01,4.19,11.8,1.14,3.97,11.53,978.0,971.52,2.74
7,2022-01-05,82.29,63.03,94.05,10.32,6.76,13.96,7.68,3.01,13.91,1008.33,1000.39,1.27
8,2022-01-05,70.21,44.17,92.78,6.62,1.73,11.5,0.44,2.26,10.11,965.5,957.55,2.92
9,2022-01-05,87.07,76.57,96.0,1.74,-0.61,4.09,2.94,1.38,8.14,923.32,919.58,1.78
10,2022-01-05,83.69,66.62,96.55,7.1,3.67,10.52,3.29,3.08,12.09,980.28,973.88,3.4
11,2022-01-05,77.93,64.36,92.0,10.7,7.05,14.34,4.51,3.51,11.34,1004.74,998.1,7.0
12,2022-01-05,55.22,47.22,74.67,5.53,3.28,7.8,0.06,7.26,24.16,947.4,940.95,3.9
13,2022-01-05,82.75,65.2,95.5,5.58,1.88,9.31,7.31,2.68,9.3,944.68,938.78,5.2
14,2022-01-05,81.93,66.64,96.64,7.35,3.28,11.41,3.15,2.46,10.82,968.5,961.43,5.4
15,2022-01-05,86.28,71.28,97.83,9.12,6.03,12.22,8.71,4.73,14.57,1004.8,998.33,1.7
16,2022-01-05,77.31,59.85,92.62,4.31,1.03,7.63,1.46,3.32,9.95,920.08,916.08,5.6
17,2022-01-05,57.0,39.0,86.81,6.59,1.85,11.32,0.2,3.92,13.64,966.04,957.68,3.57
18,2022-01-05,58.15,37.54,84.38,6.93,3.22,10.64,4.18,3.06,13.99,924.28,919.1,7.02
19,2022-01-05,79.0,62.0,96.0,2.89,0.03,5.78,2.2,2.32,9.67,915.4,911.7,3.77
20,2022-01-05,83.56,69.19,95.62,5.69,2.49,8.9,2.98,1.94,13.41,1002.26,996.64,1.37
21,2022-01-05,79.54,63.92,96.33,10.2,5.66,14.74,0.87,3.27,11.45,1006.25,999.82,6.3
22,2022-01-05,60.76,44.59,86.1,1.82,-2.07,5.7,0.08,4.79,15.01,916.0,910.57,3.0
23,2022-01-05,79.64,65.73,94.27,6.17,3.32,9.05,9.68,2.22,10.02,957.42,950.35,4.25
24,2022-01-05,94.15,84.08,98.0,1.14,-0.57,2.81,5.23,1.18,7.13,905.3,901.15,0.07
25,2022-01-05,61.77,49.0,87.68,1.93,-2.48,6.35,0.01,3.48,11.81,974.65,966.75,4.9
26,2022-01-05,77.75,67.5,91.5,3.65,1.16,6.12,1.31,2.87,11.38,977.2,973.0,2.6
27,2022-01-05,91.91,79.82,96.64,6.74,3.98,9.46,6.84,2.17,10.6,968.8,962.9,1.4
28,2022-01-05,78.29,60.26,94.47,4.44,1.42,7.47,5.6,2.27,11.96,908.22,904.29,3.97
29,2022-01-05,61.29,47.57,83.29,11.21,7.71,14.72,2.3,3.27,13.01,1013.1,1007.1,4.45
30,2022-01-05,48.19,38.15,76.33,11.08,7.6,14.58,1.21,4.13,15.5,993.72,989.22,5.03
31,2022-01-05,84.0,71.19,93.43,3.86,0.84,6.88,2.11,2.59,12.28,974.5,969.55,1.8
32,2022-01-05,94.17,80.0,98.17,5.92,2.71,9.15,5.33,1.7,9.75,964.1,957.95,0.65
33,2022-01-05,92.65,81.88,97.65,5.49,3.8,7.16,7.47,1.89,9.46,973.83,968.3,0.2
