provincia_id,fecha,hr_media,hr_min,hr_max,tmed,tmin,tmax,prec,velmedia,racha,pres_max,pres_min,sol
9,2025-01-02,88.7,79.36,96.91,1.45,-2.41,5.31,0.71,2.18,7.44,940.33,938.0,0.05
10,2025-01-02,77.69,57.93,94.28,6.83,1.18,12.49,0.0,1.35,4.34,987.98,984.82,7.37
11,2025-01-02,74.67,58.57,91.71,11.37,5.44,17.29,0.0,2.05,6.68,1006.28,1003.2,8.8
12,2025-01-02,68.44,45.67,90.44,6.94,1.47,12.46,0.0,1.44,6.94,960.9,956.9,8.55
13,2025-01-02,75.73,50.1,96.7,5.43,-1.52,12.39,0.03,0.8,4.46,949.88,946.9,6.2
14,2025-01-02,69.47,44.93,93.4,7.87,0.18,15.53,0.01,1.48,4.94,975.57,972.2,9.2
15,2025-01-02,78.28,69.44,84.0,11.86,10.22,13.51,9.01,6.2,15.36,1007.6,1003.37,0.22
16,2025-01-02,72.9,50.8,95.9,4.21,-2.51,10.94,0.0,1.35,6.29,932.17,929.3,7.6
17,2025-01-02,71.2,48.62,91.44,6.73,0.91,12.56,0.01,1.69,6.03,955.6,950.9,6.35
18,2025-01-02,64.19,35.47,82.2,6.22,0.4,12.03,0.0,1.55,5.54,872.39,869.6,8.37
19,2025-01-02,74.67,55.33,95.78,4.04,-1.71,9.83,0.0,2.23,7.45,924.75,921.8,6.9
20,2025-01-02,63.81,54.94,79.88,8.11,5.09,11.16,0.41,2.85,9.58,1015.42,1013.02,0.1
21,2025-01-02,66.29,43.5,87.71,10.48,3.73,17.23,0.0,1.43,5.2,1011.12,1008.18,9.3
22,2025-01-02,81.19,65.47,92.87,1.5,-2.44,5.44,0.06,1.49,5.52,921.18,916.66,2.13
23,2025-01-02,65.18,43.55,87.36,7.79,1.5,14.06,0.0,0.73,4.01,969.3,966.13,8.0
24,2025-01-02,91.5,83.14,97.43,0.09,-2.97,3.16,1.98,1.01,5.38,912.6,910.18,0.2
25,2025-01-02,76.28,60.15,90.2,0.81,-3.19,4.81,0.08,1.73,6.12,1007.3,1002.1,0.0
26,2025-01-02,84.62,75.62,96.25,1.89,-1.01,4.8,0.61,1.48,5.83,986.9,982.7,0.0
27,2025-01-02,72.56,62.8,80.9,7.38,4.39,10.42,0.6,3.56,12.3,972.7,969.1,0.6
28,2025-01-02,76.62,56.79,95.11,3.76,-2.08,9.58,0.01,1.39,5.79,921.36,918.56,5.42
29,2025-01-02,71.17,53.91,87.05,12.01,6.92,17.1,0.0,1.42,5.08,1020.22,1017.45,8.4
30,2025-01-02,72.61,47.68,93.75,10.38,4.47,16.27,0.0,1.7,5.76,1004.29,1000.89,8.07
31,2025-01-02,90.05,82.0,96.29,2.63,0.0,5.27,0.24,1.01,5.18,985.1,981.1,0.0
32,2025-01-02,84.33,71.75,94.83,4.12,0.03,8.23,0.19,1.67,7.43,929.4,927.1,0.2
33,2025-01-02,60.88,49.48,82.72,8.71,4.52,12.89,3.14,3.08,11.76,970.83,967.71,0.72
34,2025-01-02,93.38,87.25,98.5,0.74,-2.24,3.71,0.85,2.47,6.71,913.6,911.05,0.25
35,2025-01-02,69.17,55.39,81.56,15.12,11.67,18.56,0.03,2.48,7.09,1022.07,1019.67,4.23
36,2025-01-02,72.64,64.45,84.18,9.72,6.64,12.8,1.58,2.99,9.57,1005.1,1002.35,1.45
37,2025-01-02,80.79,56.29,97.07,3.05,-3.74,9.83,0.06,2.04,7.61,914.96,912.46,4.08
38,2025-01-02,66.38,52.06,85.02,14.17,11.05,17.29,0.01,2.89,7.75,966.59,964.31,7.34
39,2025-01-02,64.24,52.19,84.95,6.38,2.21,10.53,2.03,2.78,11.3,924.39,921.14,0.25
40,2025-01-02,79.75,60.88,93.25,2.31,-2.6,7.24,0.05,2.19,7.23,870.1,868.15,2.95
41,2025-01-02,69.12,46.5,91.38,9.58,2.29,16.88,0.0,1.51,5.41,1001.08,997.88,9.15
42,2025-01-02,76.77,62.62,93.23,1.91,-3.61,7.45,0.0,2.84,8.67,902.5,900.3,3.7
43,2025-01-02,81.82,66.8,95.6,5.11,0.62,9.6,0.0,2.66,8.8,1021.6,1016.5,8.3
44,2025-01-02,72.88,53.18,95.35,3.43,-2.31,9.17,0.0,2.05,7.02,941.43,937.53,6.83
45,2025-01-02,77.38,56.71,98.43,4.97,-2.25,12.21,0.02,0.88,4.62,950.2,948.35,4.7
46,2025-01-02,72.94,49.11,95.89,10.09,4.31,15.88,0.0,1.85,7.03,993.63,989.27,8.8
47,2025-01-02,96.57,84.86,99.43,2.1,-2.75,6.94,0.11,1.36,5.19,936.5,934.05,1.15
48,2025-01-02,65.7,56.4,77.4,7.83,4.95,10.72,0.68,2.19,8.7,1011.77,1009.57,0.0
49,2025-01-02,93.0,76.18,99.45,2.8,-2.16,7.79,0.12,1.55,6.16,948.65,945.65,1.5
50,2025-01-02,90.92,82.46,98.69,1.58,-2.21,5.38,0.02,1.45,5.48,980.7,976.36,2.95
51,2025-01-02,78.0,70.0,86.0,14.4,12.1,16.6,0.0,3.1,6.4,1019.0,1016.4,7.0
52,2025-01-02,75.0,55.0,91.0,13.2,9.4,17.0,0.0,2.2,5.3,1023.1,1020.4,7.5
1,2025-01-03,91.33,77.56,96.33,6.06,3.3,8.84,8.57,3.55,10.33,964.95,961.2,0.0
2,2025-01-03,56.33,38.0,88.08,6.38,-0.58,13.31,0.0,3.0,9.95,943.7,940.7,6.75
3,2025-01-03,50.33,31.83,77.58,12.28,5.85,18.72,0.0,2.72,9.51,1021.23,1015.97,8.17
4,2025-01-03,51.14,33.07,74.43,11.17,5.77,16.6,0.0,3.25,8.91,984.58,980.0,7.5
5,2025-01-03,74.78,52.56,94.11,4.03,-1.84,9.88,0.0,1.91,7.47,896.5,894.3,1.8
6,2025-01-03,73.08,50.79,94.17,7.7,0.82,14.56,0.01,1.25,4.62,983.02,980.12,5.72
7,2025-01-03,75.85,52.8,95.78,12.07,7.55,16.58,0.0,2.65,8.66,1019.12,1014.08,7.67
8,2025-01-03,70.16,54.58,87.37,7.16,2.65,11.71,0.01,1.97,7.09,979.24,975.82,1.32
9,2025-01-03,89.8,82.36,94.0,4.95,2.52,7.39,4.23,3.25,9.6,938.13,935.1,0.0
10,2025-01-03,82.38,67.28,95.1,7.0,2.1,11.88,0.01,1.26,5.01,985.98,983.3,2.8
11,2025-01-03,77.2,57.0,93.64,11.46,5.5,17.41,0.0,1.6,5.41,1005.47,1002.9,7.8
12,2025-01-03,50.22,31.56,77.56,8.9,3.27,14.53,0.0,3.25,10.14,957.1,952.8,6.9
13,2025-01-03,71.0,46.4,94.0,5.94,-1.28,13.14,0.0,1.26,6.5,948.22,945.74,6.2
14,2025-01-03,70.07,46.4,91.4,8.15,0.98,15.31,0.0,1.29,4.9,974.2,971.3,9.0
15,2025-01-03,93.17,81.0,95.44,12.91,11.73,14.1,29.32,7.53,16.73,1003.18,1001.33,0.02
16,2025-01-03,73.27,56.82,95.09,3.75,-2.94,10.41,0.02,1.99,8.0,930.3,927.63,3.1
17,2025-01-03,71.5,50.38,90.44,8.48,3.32,13.65,0.0,0.88,4.03,950.93,947.7,2.6
18,2025-01-03,48.25,26.33,69.53,7.04,0.68,13.41,0.0,2.05,6.82,866.85,864.34,7.7
19,2025-01-03,81.56,66.22,97.0,3.03,-1.56,7.61,0.12,2.35,6.85,922.8,920.2,1.45
20,2025-01-03,88.06,66.81,97.81,9.28,7.32,11.23,8.68,1.58,6.69,1013.36,1009.68,0.0
21,2025-01-03,70.29,46.5,92.0,10.4,3.84,16.96,0.0,1.02,4.32,1010.38,1007.38,6.9
22,2025-01-03,88.4,71.83,97.27,3.72,0.3,7.16,3.15,1.57,5.95,916.66,913.54,0.47
23,2025-01-03,62.5,44.33,82.58,7.62,1.8,13.4,0.0,0.85,3.69,957.8,955.2,6.3
24,2025-01-03,96.57,90.5,98.21,3.79,1.36,6.23,4.68,1.44,5.35,910.5,908.1,0.0
25,2025-01-03,84.26,68.35,94.8,3.18,-0.16,6.53,0.87,1.36,5.54,1002.1,997.1,1.2
26,2025-01-03,89.25,77.0,96.38,4.86,1.3,8.43,4.28,2.83,8.42,982.7,978.6,0.0
27,2025-01-03,89.0,68.18,92.27,9.65,8.01,11.29,3.33,3.57,10.9,969.6,967.9,0.0
28,2025-01-03,79.24,63.26,94.95,3.32,-1.28,7.92,0.23,1.75,6.28,919.3,916.99,0.74
29,2025-01-03,66.39,41.27,87.14,12.28,6.37,18.19,0.0,2.0,6.54,1018.78,1014.78,7.8
30,2025-01-03,56.54,33.11,86.43,10.84,3.96,17.72,0.0,2.36,7.66,1002.1,997.44,7.8
31,2025-01-03,96.1,90.43,99.29,4.68,1.57,7.78,12.71,0.56,4.12,981.1,976.85,0.0
32,2025-01-03,89.83,80.42,94.75,8.14,6.08,10.2,1.0,2.2,7.88,927.5,925.6,0.0
33,2025-01-03,84.76,64.84,93.04,10.71,8.07,13.36,4.99,3.98,11.99,968.63,964.87,0.0
34,2025-01-03,96.0,93.25,98.12,3.52,0.92,6.11,3.14,2.78,7.95,911.35,908.65,0.0
35,2025-01-03,57.31,34.97,81.03,16.0,12.12,19.89,0.0,3.14,9.8,1023.7,1020.8,8.98
36,2025-01-03,90.18,74.73,94.18,11.88,10.21,13.58,3.84,3.51,10.43,1002.4,1000.25,0.0
37,2025-01-03,78.5,64.64,94.21,5.76,0.79,10.74,0.0,2.99,8.57,913.22,910.9,1.05
38,2025-01-03,63.7,45.11,84.45,14.38,10.86,17.89,0.04,3.69,9.73,967.81,965.31,7.31
39,2025-01-03,91.14,65.14,96.24,8.4,5.83,10.98,9.44,3.01,11.3,922.01,918.69,0.0
40,2025-01-03,78.12,60.12,93.25,3.62,-0.27,7.48,0.22,3.81,9.77,868.55,866.85,0.2
41,2025-01-03,70.88,45.12,93.56,9.48,2.21,16.74,0.01,1.15,4.43,1000.02,997.08,8.3
42,2025-01-03,81.58,70.58,93.75,3.47,-0.41,7.33,0.33,3.99,10.89,900.4,897.8,0.3
43,2025-01-03,67.82,56.0,85.4,8.92,4.33,13.5,0.0,3.89,11.03,1016.5,1011.6,2.07
44,2025-01-03,61.06,39.71,87.71,6.14,0.22,12.08,0.01,3.88,11.58,938.4,934.57,4.3
45,2025-01-03,76.5,58.71,95.14,5.39,-1.39,12.2,0.0,1.94,8.84,949.0,947.5,4.2
46,2025-01-03,54.17,38.28,78.17,10.85,4.96,16.74,0.02,2.76,9.48,990.37,985.83,6.7
47,2025-01-03,91.5,84.88,97.0,4.58,0.67,8.54,1.16,3.41,8.44,934.25,931.65,0.0
48,2025-01-03,89.7,65.8,96.2,9.47,7.69,11.24,10.5,1.89,8.96,1009.83,1005.6,0.0
49,2025-01-03,90.45,83.82,96.64,5.9,2.52,9.29,0.43,3.49,8.46,945.95,943.1,0.0
50,2025-01-03,81.85,65.54,95.69,5.72,0.68,10.76,0.92,2.78,8.18,976.84,972.68,1.68
51,2025-01-03,83.0,46.0,95.0,15.2,11.4,18.9,0.0,2.2,4.7,1017.6,1015.0,7.7
52,2025-01-03,68.0,50.0,90.0,13.0,8.3,17.7,0.0,1.9,6.4,1021.7,1018.6,8.7
1,2025-01-04,76.56,64.11,93.56,10.28,7.38,13.14,0.04,4.23,13.47,961.55,955.4,5.7
2,2025-01-04,59.36,37.17,79.5,7.85,1.52,14.21,0.0,1.76,7.56,942.1,937.85,7.1
3,2025-01-04,54.0,34.17,75.42,13.88,8.44,19.31,0.0,2.1,8.15,1017.97,1014.03,7.97
4,2025-01-04,50.36,27.0,65.92,12.23,6.88,17.58,0.0,2.41,7.15,981.36,977.21,4.2
5,2025-01-04,82.22,64.22,97.22,4.69,-0.73,10.1,0.68,2.07,8.21,895.3,888.9,6.2
6,2025-01-04,79.62,62.79,96.21,8.65,2.5,14.79,0.04,2.06,7.19,980.73,974.42,4.92
7,2025-01-04,78.27,53.76,95.56,12.58,7.25,17.93,0.0,1.89,6.71,1016.57,1013.12,7.98
8,2025-01-04,82.68,63.95,93.95,9.05,4.56,13.54,0.01,1.45,6.35,978.34,975.02,3.95
9,2025-01-04,83.7,74.27,92.55,7.95,6.12,9.77,0.07,3.37,9.72,935.63,930.03,1.5
10,2025-01-04,82.66,67.97,96.45,8.05,3.97,12.12,0.47,1.58,6.56,983.85,977.0,3.5
11,2025-01-04,81.27,67.14,94.86,11.75,6.15,17.32,0.0,2.07,6.55,1003.75,998.15,6.25
12,2025-01-04,66.22,44.44,85.89,10.58,5.46,15.72,0.0,1.7,8.43,954.95,950.85,7.8
13,2025-01-04,68.73,44.2,91.7,7.02,0.64,13.39,0.0,1.15,5.77,946.32,941.5,5.3
14,2025-01-04,71.33,48.93,93.27,7.79,1.2,14.39,0.07,1.52,5.14,972.2,966.93,7.8
15,2025-01-04,83.33,77.33,92.28,13.48,12.37,14.57,23.18,7.63,19.98,1003.78,990.22,0.28
16,2025-01-04,76.45,58.09,94.0,5.62,0.31,10.93,0.0,1.41,6.26,928.67,924.03,4.7
17,2025-01-04,82.06,63.82,95.0,8.44,3.15,13.74,0.0,1.01,4.78,950.37,945.97,4.35
18,2025-01-04,41.87,20.07,58.87,7.72,2.06,13.38,0.0,2.28,7.55,865.31,861.59,4.97
19,2025-01-04,90.78,81.0,98.56,3.44,0.92,5.94,0.07,2.3,7.1,921.25,916.25,1.7
20,2025-01-04,67.44,49.06,95.88,13.92,10.29,17.54,0.08,3.14,13.97,1010.12,1001.4,4.03
21,2025-01-04,81.29,68.07,95.57,9.96,4.66,15.26,0.11,1.87,5.52,1008.0,1001.8,1.8
22,2025-01-04,87.37,68.67,98.07,7.16,2.65,11.67,0.06,1.03,5.08,915.12,911.82,3.47
23,2025-01-04,56.58,39.0,83.17,8.38,2.74,14.03,0.0,0.98,4.76,955.98,951.55,5.55
24,2025-01-04,91.36,81.14,97.86,6.31,4.19,8.44,0.81,2.57,9.7,908.7,901.1,1.07
25,2025-01-04,84.5,66.21,97.16,6.41,1.42,11.43,0.05,1.71,6.51,998.8,995.0,7.5
26,2025-01-04,79.71,55.12,96.38,8.96,4.69,13.22,0.02,1.98,8.57,978.9,974.1,7.4
27,2025-01-04,75.2,66.36,86.55,11.54,9.78,13.29,0.91,4.13,15.27,968.2,955.6,0.5
28,2025-01-04,87.45,75.56,96.5,3.79,0.38,7.22,0.11,0.91,4.54,917.79,912.85,1.34
29,2025-01-04,54.91,39.59,78.18,12.8,7.49,18.11,0.0,2.19,8.0,1015.83,1011.85,4.8
30,2025-01-04,49.54,31.0,71.46,12.03,5.93,18.13,0.03,2.2,7.31,999.18,995.01,6.56
31,2025-01-04,86.81,69.52,99.19,9.88,5.74,14.02,0.15,1.6,9.06,977.7,972.7,5.4
32,2025-01-04,81.08,72.0,94.42,10.14,8.03,12.27,6.24,2.72,13.0,925.7,915.6,0.45
33,2025-01-04,70.4,55.32,89.04,12.85,10.43,15.26,0.51,3.89,14.95,971.3,961.16,0.9
34,2025-01-04,92.75,83.62,97.88,6.15,4.32,7.98,0.12,3.62,9.55,909.45,903.95,0.8
35,2025-01-04,51.34,34.64,74.81,16.35,12.48,20.25,0.0,3.23,8.98,1022.46,1018.73,8.27
36,2025-01-04,80.45,71.27,90.82,13.16,11.9,14.39,16.56,3.8,15.56,1000.3,987.25,0.05
37,2025-01-04,78.93,63.0,96.92,5.78,1.18,10.38,0.47,3.56,11.55,911.48,904.24,3.45
38,2025-01-04,55.14,35.27,77.16,14.63,11.0,18.24,0.0,3.38,8.7,967.06,963.67,8.64
39,2025-01-04,73.57,54.48,94.0,11.43,8.28,14.54,0.39,4.96,15.75,920.03,911.59,4.55
40,2025-01-04,81.38,59.88,95.5,5.71,1.09,10.35,0.0,2.1,7.53,867.5,861.8,5.3
41,2025-01-04,76.19,58.06,93.81,8.71,2.46,15.0,0.07,1.21,4.83,998.04,992.56,3.45
42,2025-01-04,80.83,64.08,94.08,5.86,1.68,10.02,0.02,3.33,9.97,898.8,894.1,5.8
43,2025-01-04,71.82,53.6,92.8,11.4,5.65,17.14,0.0,2.19,8.7,1013.9,1010.25,7.73
44,2025-01-04,67.12,42.71,88.18,7.75,2.15,13.36,0.0,1.92,8.61,936.37,931.93,7.9
45,2025-01-04,81.75,63.86,94.43,7.74,3.06,12.4,0.02,0.94,5.32,948.05,945.15,5.7
46,2025-01-04,59.0,40.06,78.78,12.54,7.31,17.82,0.0,2.14,8.64,987.93,983.83,7.07
47,2025-01-04,84.75,72.62,96.0,7.38,3.77,11.0,0.0,3.2,8.06,932.35,926.1,1.9
48,2025-01-04,66.0,52.8,92.6,13.9,10.51,17.26,0.13,3.86,14.6,1006.1,997.97,4.8
49,2025-01-04,84.45,74.18,97.27,7.74,4.81,10.66,0.4,3.83,9.28,943.45,936.65,2.35
50,2025-01-04,74.62,57.15,92.77,9.48,4.64,14.32,0.0,2.48,8.47,973.96,969.56,7.32
51,2025-01-04,66.0,40.0,81.0,16.0,12.4,19.7,0.0,2.2,8.1,1015.7,1011.3,6.8
52,2025-01-04,61.0,41.0,80.0,14.5,10.4,18.6,0.0,2.5,7.2,1019.5,1015.3,8.0
1,2025-01-05,73.67,64.11,88.89,9.51,6.87,12.19,0.53,4.28,18.05,955.5,942.05,0.3
2,2025-01-05,61.58,44.75,86.0,7.5,1.6,13.4,0.53,2.75,10.58,937.68,928.72,5.0
3,2025-01-05,57.83,41.33,77.42,11.14,5.48,16.78,0.0,1.79,6.77,1014.03,1006.03,4.63
4,2025-01-05,55.21,36.36,75.43,11.08,6.58,15.58,0.92,2.92,11.78,977.22,969.7,1.2
5,2025-01-05,84.0,74.0,95.22,6.78,3.84,9.72,21.75,4.41,15.82,888.9,877.3,0.0
6,2025-01-05,85.83,73.38,94.83,11.69,9.17,14.22,12.17,5.53,15.67,974.42,963.23,0.36
7,2025-01-05,78.7,58.07,95.0,12.96,9.09,16.83,0.01,3.93,11.63,1013.12,1005.64,4.73
8,2025-01-05,75.0,55.26,92.05,9.41,5.09,13.72,0.15,2.22,7.75,973.66,965.42,5.2
9,2025-01-05,73.5,64.64,90.91,8.35,5.73,10.97,2.52,5.15,16.55,930.03,915.7,0.7
10,2025-01-05,91.41,81.28,96.66,10.1,8.58,11.64,20.24,4.32,13.97,977.0,964.98,0.0
11,2025-01-05,81.13,50.64,96.71,13.71,9.44,17.95,18.87,4.05,13.99,998.28,989.32,2.65
12,2025-01-05,66.89,52.11,84.33,7.78,2.76,12.79,0.0,1.36,7.98,950.85,942.25,4.4
13,2025-01-05,71.82,51.4,93.5,7.9,2.67,13.14,7.98,3.31,12.71,941.54,931.48,1.6
14,2025-01-05,68.27,43.93,94.33,10.92,5.89,15.96,11.67,4.17,13.93,966.97,956.87,6.4
15,2025-01-05,89.72,78.39,96.33,12.43,10.03,14.87,32.96,8.24,21.23,987.95,975.67,1.44
16,2025-01-05,75.09,58.55,95.36,4.85,-1.26,10.94,2.25,3.18,10.8,924.03,914.2,1.1
17,2025-01-05,69.71,47.24,94.41,9.63,4.28,14.99,0.0,2.58,11.41,945.97,936.2,4.95
18,2025-01-05,48.06,27.13,82.67,7.5,1.84,13.14,5.93,4.21,15.43,861.59,853.52,2.43
19,2025-01-05,85.67,76.44,96.0,6.1,3.52,8.67,3.18,3.9,13.55,916.25,905.05,0.5
20,2025-01-05,55.5,49.25,68.25,14.19,12.77,15.63,0.48,5.18,18.71,1001.66,987.84,0.2
21,2025-01-05,90.93,78.93,98.29,13.3,10.59,15.97,13.06,4.59,15.27,1001.8,991.72,1.2
22,2025-01-05,82.86,63.87,97.67,5.3,1.34,9.24,3.7,2.09,7.85,911.82,901.96,2.77
23,2025-01-05,59.82,40.91,88.82,9.11,3.95,14.26,7.93,1.54,10.2,943.0,933.4,4.7
24,2025-01-05,89.71,79.14,95.57,7.66,5.71,9.62,16.58,6.5,17.27,901.28,886.4,0.3
25,2025-01-05,70.67,51.45,95.4,6.36,1.25,11.48,0.72,2.09,9.51,995.0,984.8,2.7
26,2025-01-05,78.25,60.62,92.88,8.18,4.72,11.61,2.42,5.18,17.23,974.2,959.5,0.3
27,2025-01-05,85.6,68.64,93.73,10.93,8.81,13.09,25.49,3.98,16.53,955.6,943.2,0.0
28,2025-01-05,87.33,76.0,96.21,5.94,2.94,8.91,5.45,2.96,10.76,912.86,901.29,0.0
29,2025-01-05,67.3,47.95,88.5,13.32,9.0,17.62,19.35,2.26,11.06,1011.85,1004.02,1.9
30,2025-01-05,61.64,43.21,81.18,10.0,4.24,15.75,0.06,1.93,7.56,995.02,986.56,4.27
31,2025-01-05,73.1,62.62,87.43,9.29,5.85,12.74,0.11,4.81,16.21,972.7,959.65,3.6
32,2025-01-05,90.0,76.58,96.33,10.58,8.62,12.53,32.7,4.1,15.22,916.3,902.7,0.0
