idema,nombre,provincia_id,latitud,longitud,altitud
1302F,DEGAÑA,33,42.95,-6.4667,1310
1309C,"IBIAS, SAN ANTOLIN",33,43.0167,-6.8833,780
1327A,"VILLAYÓN, ONETA",33,43.45,-6.6667,410
1331A,CASTROPOL,33,43.5167,-7.0167,40
1341B,"TARAMUNDI, OURIA",33,43.4,-7.05,340
1342X,RIBADEO,27,43.5333,-7.0667,43
1344X,MONDOÑEDO,27,43.4167,-7.35,125
1347T,BURELA,27,43.65,-7.35,80
1351,ESTACA DE BARES,15,43.7833,-7.6833,90
1354C,FERROL,15,43.4667,-8.25,4
1363X,AS PONTES,15,43.4333,-7.85,343
1387,A CORUÑA,15,43.35,-8.4167,57
1387D,A CORUÑA BENS,15,43.35,-8.4333,132
1387E,A CORUÑA AEROPUERTO,15,43.3,-8.3667,98
1390X,"CARBALLO, DEPURADORA",15,43.2,-8.7,98
1393,CABO VILÁN,15,43.15,-9.2,50
1399,VIMIANZO,15,43.05,-9.0333,287
1400,FISTERRA,15,42.9167,-9.2833,230
1406X,MAZARICOS,15,42.9333,-8.9833,340
1410X,SOBRADO,15,43.0333,-8.0167,500
1428,SANTIAGO DE COMPOSTELA AEROPUERTO,15,42.8833,-8.4,370
1435C,NOIA,15,42.8,-8.8667,128
1437O,MONTE IROITE,15,42.7167,-8.9167,685
1442U,BOIRO,15,42.6333,-8.8833,10
1446X,MONTERROSO,27,42.8,-7.7667,680
1455I,RODEIRO-VILAMAIOR,36,42.7,-7.95,645
1465U,LALIN-CRISTIMIL,36,42.65,-8.1833,463
1466A,SILLEDA,36,42.7,-8.25,435
1468X,A ESTRADA,36,42.6833,-8.5,269
1473A,PADRÓN,15,42.7333,-8.6167,100
1475X,SANTIAGO DE COMPOSTELA,15,42.8667,-8.55,240
1476R,"ROIS, CASAS DO PORTO",15,42.7333,-8.7,210
1477U,VILAGARCIA DE AROUSA,36,42.5667,-8.7667,36
1477V,VILAGARCÍA DE AROUSA,36,42.5833,-8.7667,32
1484,"PONTEVEDRA, INSTITUTO",36,42.4167,-8.6333,19
1484C,PONTEVEDRA,36,42.4333,-8.6,113
1486E,ESCUELA NAVAL DE MARÍN,36,42.3833,-8.7,3
1489A,A LAMA,36,42.4,-8.45,395
1495,VIGO AEROPUERTO,36,42.2333,-8.6167,255
1496X,"VIGO ",36,42.2167,-8.7167,120
1505,LUGO AEROPUERTO,27,43.1,-7.45,442
1518A,LUGO,27,42.9833,-7.55,442
1521I,O PÁRAMO,27,42.8333,-7.4833,403
1521X,BECERREÁ,27,42.85,-7.1833,1080
1541B,VILLABLINO,24,42.9167,-6.3333,958
1542,PUERTO DE LEITARIEGOS,33,42.9833,-6.4,1530
1549,PONFERRADA,24,42.55,-6.6,532
1561I,"VEGA DE ESPINAREDA  ",24,42.75,-6.6667,770
1583X,O BARCO DE VALDEORRAS,32,42.4,-6.9833,315
1631E,A POBRA DE TRIVES,32,42.3333,-7.2667,840
1639X,CHANDREXA DE QUEIXA,32,42.25,-7.3833,990
1658,FOLGOSO DO COUREL,27,42.5833,-7.1833,612
1679A,MONFORTE DE LEMOS,27,42.5167,-7.5,291
1690A,OURENSE,32,42.3167,-7.85,146
1690B,"OURENSE,INSTITUTO",32,42.3167,-7.85,148
1696O,BEARIZ,32,42.4667,-8.2667,610
1700X,O CARBALLIÑO,32,42.4167,-8.0833,400
1701X,RIBADAVIA,32,42.2833,-8.1167,112
1706A,ALLARIZ,32,42.1667,-7.7833,492
1719,A CAÑIZA,36,42.2167,-8.2667,560
1723X,"PONTEAREAS, CANEDO   ",36,42.1667,-8.4833,90
1730E,O ROSAL,36,41.9333,-8.8333,55
1735X,XINZO DE LIMIA,32,42.0667,-7.7333,616
1738U,MUIÑOS,32,41.9333,-7.9833,730
1740,"SANTILLANA DEL MAR, ALTAMIRA",39,43.3667,-4.1167,150
2005Y,"VINUESA, QUINTANAREJO",42,41.9667,-2.7667,1197
2017Y,"LA PÓVEDA DE SORIA, BARRIOMARTÍN",42,41.9833,-2.4833,1260
2030,SORIA,42,41.7667,-2.4667,1081
2044B,LUBIA,42,41.6,-2.5,1100
2048A,MORÓN DE ALMAZÁN,42,41.4167,-2.4167,978
2059B,LA RIBA DE ESCALOTE,42,41.3333,-2.7833,1042
2084Y,UCERO,42,41.7167,-3.0333,960
2092,BURGO DE OSMA,42,41.5833,-3.0833,932
2096B,LICERAS,42,41.3667,-3.25,1150
2106B,CORUÑA DEL CONDE,9,41.7333,-3.3667,955
2117D,ARANDA DE DUERO,9,41.65,-3.7333,790
2135A,FRESNO DE CANTESPINO,40,41.3667,-3.5,993
2140A,ALDEANUEVA DE SERREZUELA,40,41.45,-3.7833,1135
2150H,"LA PINILLA, ESTACIÓN DE ESQUÍ",40,41.1833,-3.4667,1798
2166Y,PEÑAFIEL,47,41.5833,-4.1167,756
2172Y,SARDÓN DE DUERO,47,41.6,-4.4,725
2182C,PEDRAZA,40,41.1333,-3.7833,1107
2192C,CUÉLLAR,40,41.3833,-4.25,795
2235U,CERVERA DE PISUERGA,34,42.8667,-4.5167,1140
2243A,AGUILAR DE CAMPOO,34,42.7833,-4.2667,910
2276B,VILLAELES DE VALDAVIA,34,42.5667,-4.5667,908
2285B,VILLADIEGO,9,42.5167,-4,869
2290Y,PEDROSA DEL PRÍNCIPE,9,42.25,-4.1833,771
2296A,ÓLVEGA,42,41.7667,-1.9667,1039
2298,PALACIOS DE LA SIERRA,9,41.95,-3.1167,1080
2302N,MONTERRUBIO DE LA DEMANDA,9,42.1333,-3.1,1197
2311Y,VILLAMAYOR DE LOS MONTES,9,42.1,-3.7667,884
2331,BURGOS AEROPUERTO,9,42.35,-3.6167,891
2362C,"VELILLA DEL RÍO CARRIÓN, CAMPORREDONDO DE ALBA",34,42.8833,-4.7,1575
2374X,CARRIÓN DE LOS CONDES,34,42.35,-4.6167,830
2400E,AUTILLA DEL PINO,34,41.9833,-4.6,874
2401,"PALENCIA, OBSERVATORIO",34,42,-4.5167,750
2401X,PALENCIA,34,42,-4.55,736
2422,VALLADOLID,47,41.6333,-4.75,734
2430Y,MUÑOTELLO,5,40.5333,-5.0333,1178
2444,ÁVILA,5,40.65,-4.6667,1130
2444C,"ÁVILA, AYUNTAMIENTO",5,40.65,-4.7,1143
2453E,GOTARRENDURA,5,40.8167,-4.7333,920
2456B,AREVALO,5,41.0667,-4.7167,820
2462,PUERTO DE NAVACERRADA,28,40.7833,-4,1893
2465,SEGOVIA,40,40.9333,-4.1167,1008
2465A,"SEGOVIA, INSTITUTO",40,40.9333,-4.1,990
2471Y,SAN RAFAEL,40,40.7167,-4.2,1237
2482B,MIGUELAÑEZ,40,41.1167,-4.3667,870
2491C,"LA COVATILLA, ESTACIÓN DE ESQUÍ",37,40.35,-5.6833,1960
2503B,"OLMEDO, DEPÓSITO DE AGUA",47,41.2667,-4.6833,786
2503X,OLMEDO,47,41.3167,-4.6833,740
2507Y,RUEDA,47,41.4167,-4.95,724
2512Y,RIVILLA DE BARAJAS,5,40.8667,-5.0167,925
2517A,FUENTE EL SOL,47,41.1667,-4.9333,755
2536D,MORALES DEL TORO,49,41.5333,-5.2667,710
2539,VALLADOLID AEROPUERTO,47,41.7,-4.85,846
2555B,FUENTESAUCO,49,41.2333,-5.4667,811
2565,CORESES,49,41.55,-5.6167,702
2568D,"SANTERVÁS DE LA VEGA, VILLAPÚN ",34,42.5167,-4.85,985
2593D,VILLALÓN DE CAMPOS,47,42.0833,-5.0333,782
2604B,MEDINA DE RIOSECO,47,41.8667,-5.0333,731
2611D,VILLAFÁFILA,49,41.85,-5.5833,690
2614,ZAMORA,49,41.5,-5.7333,656
2624C,RIAÑO,24,42.95,-5,1090
2626Y,CUBILLAS DE RUEDA,24,42.6167,-5.1833,916
2630X,PUERTO DE SAN ISIDRO,24,43.05,-5.3667,1510
2661,"LEÓN, VIRGEN DEL CAMINO",24,42.5833,-5.65,916
2661B,LEÓN AEROPUERTO,24,42.5833,-5.6333,912
2664B,VALENCIA DE DON JUAN,24,42.2833,-5.5,788
2701D,"BARRIOS DE LUNA, MIÑERA",24,42.8833,-5.8667,1120
2728B,"QUINTANA DEL CASTILLO, VILLAMECA",24,42.6333,-6.0667,995
2734D,ASTORGA,24,42.4667,-6.0667,919
2737E,LAGUNAS DE SOMOZA,24,42.3667,-6.1833,1020
2742R,BUSTILLO DEL PÁRAMO,24,42.45,-5.7667,850
2755X,BENAVENTE,49,42,-5.6667,715
2766E,"SANABRIA, ROBLEDA-CERVANTES",49,42.0667,-6.6333,910
2775X,VILLARDECIERVOS,49,41.9333,-6.2667,850
2777K,SANTIBAÑEZ DE VIDRIALES,49,42.0667,-6,737
2789H,POZUELO DE TABARA,49,41.7833,-5.9,711
2804F,VILLADEPERA,49,41.5333,-6.1333,790
2811A,NAVARREDONDA DE GREDOS,5,40.35,-5.1333,1525
2828Y,BARCO DE AVILA,5,40.35,-5.5167,1012
2847X,"PEDROSILLO DE LOS AIRES   ",37,40.6667,-5.6333,865
2863C,"PEDRAZA DE ALBA  ",37,40.7167,-5.35,897
2867,SALAMANCA AEROPUERTO,37,40.95,-5.4833,790
2870,SALAMANCA,37,40.95,-5.65,775
2873X,BARBADILLO,37,40.9,-5.7667,817
2882D,PEÑAUSENDE,49,41.2333,-5.8833,1003
2885K,FRESNO DE SAYAGO,49,41.3,-6.0167,804
2891A,VILLARINO DE LOS AIRES,37,41.25,-6.45,690
2914C,BOADILLA FUENTE SAN ESTEBAN,37,40.7833,-6.2,785
2916A,VITIGUDINO,37,41,-6.4333,769
2918Y,EL MAÍLLO,37,40.5667,-6.2167,1027
2926B,BAÑOBÁREZ,37,40.85,-6.6,748
2930Y,NAVASFRÍAS,37,40.2833,-6.8,880
2945A,EL BODÓN BASE AÉREA,37,40.4833,-6.5667,805
2946X,SAELICES EL CHICO,37,40.6333,-6.6,680
2966D,"ALCAÑICES  ",49,41.6833,-6.3,840
2969U,A GUDIÑA,32,42.0167,-7.1667,910
2978X,VERÍN,32,41.9167,-7.4167,380
3013,MOLINA DE ARAGÓN,19,40.8333,-1.8667,1062
3021Y,ZAOREJAS,19,40.75,-2.1833,1250
3040Y,BETETA,16,40.5667,-2.0667,1214
3044X,CAÑIZARES,16,40.5167,-2.15,928
3085Y,PASTRANA,19,40.4,-2.95,920
3094B,TARANCÓN,16,40,-3.0167,808
3099Y,OCAÑA,45,39.9333,-3.4833,733
3100B,ARANJUEZ,28,40.0667,-3.5333,540
3103,PANTANO EL VADO,19,41,-3.3,910
3104Y,RASCAFRÍA,28,40.8833,-3.8833,1159
3110C,BUITRAGO DEL LOZOYA,28,41,-3.6,1030
3111D,SOMOSIERRA,28,41.1333,-3.5667,1450
3125Y,SAN SEBASTIÁN DE LOS REYES,28,40.5333,-3.6167,672
3126Y,"MADRID, EL GOLOSO",28,40.55,-3.7,740
3129,MADRID AEROPUERTO,28,40.4667,-3.55,609
3130C,SIGÜENZA,19,41.0833,-2.6167,1005
3140Y,MANDAYONA,19,40.9833,-2.75,990
3168A,"GUADALAJARA, INSTITUTO",19,40.6333,-3.1667,685
3168C,"GUADALAJARA, EL SERRANILLO",19,40.65,-3.1667,639
3168D,GUADALAJARA,19,40.6167,-3.15,727
3170Y,ALCALA DE HENARES,28,40.5167,-3.2833,605
3175,TORREJÓN DE ARDOZ,28,40.4833,-3.4333,607
3182Y,ARGANDA DEL REY,28,40.3,-3.4833,533
3191E,COLMENAR VIEJO,28,40.6833,-3.75,1004
3194U,"MADRID, CIUDAD UNIVERSITARIA",28,40.45,-3.7167,664
3194Y,POZUELO DE ALARCÓN,28,40.4333,-3.8,665
3195,"MADRID, RETIRO",28,40.4,-3.6667,667
3196,"MADRID, CUATRO VIENTOS",28,40.3667,-3.7833,690
3200,GETAFE,28,40.2833,-3.7167,620
3209Y,BRIHUEGA,19,40.75,-2.8667,835
3229Y,TIELMES,28,40.2333,-3.3,594
3245Y,TEMBLEQUE,45,39.6833,-3.5,635
3254Y,"MORA ",45,39.6833,-3.7667,717
3259,"TOLEDO, LORENZANA",45,39.85,-4.0167,540
3260B,TOLEDO,45,39.8833,-4.0333,513
3266A,PUERTO ALTO DEL LEÓN,28,40.7,-4.1333,1532
3268C,ALPEDRETE,28,40.65,-4.0167,924
3298X,SAN PABLO DE LOS MONTES,45,39.5333,-4.35,917
3305Y,NAVAHERMOSA,45,39.6167,-4.4667,750
3319D,PUERTO DEL PICO,5,40.3333,-5,1285
3330Y,ROZAS DE PUERTO REAL,28,40.3,-4.4833,890
3337U,CEBREROS,5,40.4667,-4.45,850
3338,ROBLEDO DE CHAVELA,28,40.4167,-4.2333,763
3343Y,VALDEMORILLO,28,40.4833,-4.05,884
3362Y,CASTILLO DE BAYUELA,45,40.1,-4.6667,560
3365A,TALAVERA DE LA REINA,45,39.95,-4.85,372
3386A,NAVALVILLAR DE IBOR,10,39.5833,-5.3833,923
3391,SOTILLO DE LA ADRADA,5,40.2833,-4.5833,630
3422D,CANDELEDA,5,40.1333,-5.3,350
3423I,MADRIGAL DE LA VERA,10,40.15,-5.3667,464
3427Y,OROPESA,45,39.9833,-5.1,345
3434X,NAVALMORAL DE LA MATA,10,39.9333,-5.5667,269
3436D,GARGANTA LA OLLA,10,40.1,-5.7833,690
3448X,SERRADILLA,10,39.8167,-6.1167,406
3455X,JARAICEJO,10,39.6667,-5.8,559
3463X,TRUJILLO,10,39.4667,-5.85,503
3463Y,TRUJILLO,10,39.45,-5.8667,523
3469,"CÁCERES, CIUDAD",10,39.4667,-6.3667,459
3469A,CÁCERES,10,39.4667,-6.3333,394
3475X,CAÑAVERAL,10,39.7833,-6.3667,373
3494U,NUÑOMORAL,10,40.4,-6.2333,470
3503,GUIJO DE GRANADILLA,10,40.1833,-6.1667,393
3504X,HERVÁS,10,40.25,-5.85,724
3512X,MONTEHERMOSO,10,40.0667,-6.3333,351
3514B,TORNAVACAS,10,40.25,-5.6667,991
3516X,PIORNAL,10,40.1167,-5.8167,1260
3519X,PLASENCIA,10,40.0333,-6.0833,415
3526X,CORIA,10,40,-6.55,313
3531X,TORRECILLA DE LOS ANGELES,10,40.25,-6.4,459
3536X,HOYOS,10,40.1667,-6.7167,560
3540X,ZARZA LA MAYOR,10,39.8667,-6.85,336
3547X,VALVERDE DEL FRESNO,10,40.2,-6.8833,450
3562X,ALISEDA,10,39.4167,-6.7333,321
3565X,BROZAS,10,39.6167,-6.7333,425
3576X,VALENCIA DE ALCÁNTARA,10,39.4,-7.2167,444
4007Y,OSSA DE MONTIEL,2,38.95,-2.7333,905
4051Y,ALCÁZAR DEL REY,16,40.05,-2.8,875
4061X,QUINTANAR DE LA ORDEN,45,39.5833,-3.0333,692
4064Y,ALCAZAR DE SAN JUAN,13,39.3833,-3.2,640
4067,MADRIDEJOS,45,39.4833,-3.5167,690
4070Y,ABIA DE OBISPALIA,16,40.0167,-2.3833,1020
4075Y,VILLARES DEL SAZ,16,39.8333,-2.5,870
4089A,ALBERCA DE ZANCARA,16,39.5167,-2.4833,858
4090Y,SAN CLEMENTE,16,39.4167,-2.4167,728
4091Y,VILLARROBLEDO,2,39.25,-2.5833,718
4093Y,"OSA DE LA VEGA ",16,39.65,-2.75,763
4095Y,BELMONTE,16,39.55,-2.7,745
4096Y,MUNERA,2,39,-2.4833,918
4103X,TOMELLOSO,13,39.1667,-3,662
4116I,ALMAGRO / FAMET,13,38.95,-3.7333,626
4121,CIUDAD REAL,13,38.9833,-3.9167,626
4121C,"CIUDAD REAL, INSTITUTO",13,38.9833,-3.9167,627
4138Y,VILLANUEVA DE LOS INFANTES,13,38.7333,-3,900
4147X,VALDEPEÑAS,13,38.75,-3.3833,700
4148,VISO DEL MARQUÉS,13,38.5167,-3.5667,804
4193Y,EL ROBLEDO,13,39.2167,-4.2667,587
4195E,"ALCORNOQUERA, PARQUE NACIONAL CABAÑEROS",13,39.3167,-4.3833,651
4210Y,ABENÓJAR,13,38.8833,-4.2833,718
4220X,PUEBLA DE DON RODRIGO,13,39.0833,-4.6167,531
4236Y,"PUERTO REY ",10,39.45,-5.0167,689
4244X,HERRERA DEL DUQUE,6,39.1667,-5.05,447
4245X,GUADALUPE,10,39.45,-5.3167,660
4260,PERALEDA DEL ZAUCEJO,6,38.4667,-5.5667,542
4263X,VALSEQUILLO,14,38.4,-5.35,575
4267X,HINOJOSA DEL DUQUE,14,38.4833,-5.1167,551
4300Y,ALMADÉN,13,38.7667,-4.8333,535
4325Y,CASTUERA,6,38.7333,-5.5167,459
4339X,CAÑAMERO,10,39.3,-5.3667,590
4340,NAVALVILLAR DE PELA,6,39.1,-5.45,313
4347X,ZORITA,10,39.2667,-5.7,413
4358X,DON BENITO,6,38.95,-5.8667,273
4362X,RETAMAL DE LLERENA,6,38.5667,-5.8333,474
4386B,LLERENA,6,38.2167,-6.0167,655
4395X,VILLAFRANCA DE LOS BARROS,6,38.55,-6.3,430
4410X,MÉRIDA,6,38.9,-6.3833,228
4411C,ALCUESCAR,10,39.1833,-6.2167,467
4427X,ZAFRA,6,38.4167,-6.4333,433
4436Y,ALMENDRALEJO,6,38.6833,-6.35,371
4452,BADAJOZ AEROPUERTO,6,38.8833,-6.8,186
4464X,ALBURQUERQUE,6,39.1667,-6.9833,283
4468X,PUEBLA DE OBANDO,6,39.1667,-6.6,392
4478X,BADAJOZ,6,38.8833,-7,174
4486X,OLIVENZA,6,38.6833,-7.0833,275
4489X,ALCONCHEL,6,38.4833,-7.2667,170
4492F,BARCARROTA,6,38.4667,-6.9167,377
4497X,VILLANUEVA DEL FRESNO,6,38.3667,-7.15,247
4499X,MONESTERIO,6,38.0667,-6.2667,771
4501X,FUENTE DE CANTOS,6,38.2,-6.3,602
4511C,JEREZ DE LOS CABALLEROS,6,38.2833,-6.75,381
4520X,FREGENAL DE LA SIERRA,6,38.1667,-6.65,586
4527X,AROCHE,21,37.9667,-6.9667,267
4541X,EL GRANADO,21,37.55,-7.5167,60
4549Y,AYAMONTE,21,37.1833,-7.3833,3
4554X,CARTAYA,21,37.2167,-7.0833,15
4560Y,ALAJAR,21,37.8667,-6.6667,572
4575X,VALVERDE DEL CAMINO,21,37.5667,-6.7667,280
4584X,EL CERRO DE ANDÉVALO,21,37.7167,-6.9333,270
4589X,"ALOSNO, THARSIS",21,37.5833,-7.1167,276
4605,HUELVA,21,37.25,-6.9333,17
4608X,EL CAMPILLO,21,37.6667,-6.6167,415
4622X,VILLARRASA,21,37.45,-6.6333,145
4642E,"HUELVA, RONDA ESTE",21,37.2667,-6.9,18
5000A,"CEUTA, MONTE HACHO",51,35.8833,-5.2833,200
5000C,CEUTA,51,35.8833,-5.3333,87
5038X,CAZORLA,23,37.9,-3,782
5038Y,CAZORLA,23,37.9,-3,799
5047E,BAZA,18,37.5,-2.7333,785
5051X,HUÉSCAR,18,37.85,-2.65,1100
5060X,VÉLEZ BLANCO - TOPARES,4,37.85,-2.2167,1190
5103E,"CAMARATE 2, PARQUE NACIONAL SIERRA NEVADA",18,37.15,-3.25,2152
5103F,"CAMARATE, PARQUE NACIONAL SIERRA NEVADA",18,37.1833,-3.25,1534
5107D,DÓLAR,18,37.1667,-2.9833,1197
5164B,BAEZA,23,37.9833,-3.45,771
5165X,TORRES,23,37.7667,-3.55,910
5181D,ARROYO DEL OJANCO,23,38.3,-2.8833,580
5192,VILLARRODRIGO,23,38.4833,-2.6333,862
5210X,VILLANUEVA DEL ARZOBISPO,23,38.1667,-2.9833,680
5246,SANTA ELENA,23,38.3333,-3.5333,770
5270,"JAÉN, INSTITUTO",23,37.7667,-3.7833,510
5270B,JAÉN,23,37.7667,-3.8,580
5279X,LINARES,23,38.15,-3.6167,515
5281X,BAILÉN,23,38.0833,-3.7667,345
5298X,ANDÚJAR,23,38.0167,-4.05,202
5304Y,PUERTOLLANO,13,38.6667,-4.05,665
5341C,FUENCALIENTE,13,38.4167,-4.3,710
5346X,CARDEÑA,14,38.1833,-4.2667,720
5361X,MONTORO,14,38,-4.3167,155
5390Y,VILLANUEVA DE CÓRDOBA,14,38.3167,-4.6,750
5394X,"CÓRDOBA, EMBALSE DE GUADANUÑO",14,38.0167,-4.7833,525
5402,CÓRDOBA AEROPUERTO,14,37.8333,-4.8333,90
5406X,ALCALÁ LA REAL,23,37.4833,-3.9,908
5412X,PRIEGO DE CÓRDOBA,14,37.4833,-4.2,550
5427X,DOÑA MENCÍA,14,37.55,-4.35,650
5429X,"CÓRDOBA, PRÁGDENA",14,37.8,-4.45,275
5459X,ESPIEL,14,38.1,-4.9167,465
5470,FUENTE PALMERA,14,37.75,-5.1,120
5473X,AZUAGA,6,38.2667,-5.6833,581
5511,"PRADOLLANO, PARQUE NACIONAL SIERRA NEVADA",18,37.05,-3.3667,3092
5514,GRANADA BASE AÉREA,18,37.1333,-3.6167,687
5514Z,GRANADA BASE AÉREA,18,37.1333,-3.6333,695
5515D,VÍZNAR,18,37.2333,-3.55,1258
5515X,GRANADA-CARTUJA,18,37.1833,-3.5833,775
5516D,SIERRA NEVADA 'RADIOTELESCOPIO',18,37.05,-3.3833,2856
5530E,GRANADA AEROPUERTO,18,37.1833,-3.7833,560
5582A,LOJA,18,37.15,-4.15,760
5598X,BENAMEJÍ,14,37.2167,-4.5333,465
5612B,LA RODA DE ANDALUCÍA,41,37.1833,-4.7667,410
5612X,LORA DE ESTEPA,41,37.2667,-4.8167,450
5624X,AGUILAR DE LA FRONTERA,14,37.4667,-4.6833,309
5625X,LA RAMBLA,14,37.6333,-4.75,200
5641X,ÉCIJA,41,37.5,-5.0833,130
5654X,LA PUEBLA DE LOS INFANTES,41,37.7833,-5.3667,200
5656,FUENTES DE ANDALUCÍA,41,37.4833,-5.4167,165
5702X,CARMONA,41,37.55,-5.7333,50
5704B,CAZALLA DE LA SIERRA,41,37.9167,-5.7667,550
5726X,GUADALCANAL,41,38.0833,-5.8167,720
5733X,ALMADÉN DE LA PLATA,41,37.7833,-6.0667,450
5769X,CALA,21,37.9667,-6.3167,618
5783,SEVILLA AEROPUERTO,41,37.4167,-5.8667,34
5788X,"TOMARES, ZAUDÍN",41,37.35,-6.05,84
5790Y,"SEVILLA, TABLADA",41,37.35,-6,9
5796,MORÓN DE LA FRONTERA,41,37.15,-5.6,87
5835X,CARRIÓN DE LOS CÉSPEDES,41,37.35,-6.3333,76
5858X,ALMONTE,21,36.9833,-6.4333,5
5860E,"MOGUER, EL ARENOSILLO",21,37.0833,-6.7333,41
5891X,LAS CABEZAS DE SAN JUAN,41,36.95,-5.8333,105
5906X,CHIPIONA,11,36.75,-6.4,10
5910,"ROTA, BASE NAVAL",11,36.6333,-6.3167,21
5911A,GRAZALEMA,11,36.75,-5.3667,913
5919X,OLVERA,11,36.9167,-5.25,530
5941X,EL BOSQUE,11,36.7167,-5.5,295
5950X,SAN JOSÉ DEL VALLE,11,36.65,-5.7667,105
5960,JEREZ DE LA FRONTERA AEROPUERTO,11,36.75,-6.05,27
5972X,SAN FERNANDO,11,36.45,-6.2,28
5973,CÁDIZ,11,36.4833,-6.25,2
5983X,MEDINA SIDONIA,11,36.4,-5.9167,70
5995B,VEJER DE LA FRONTERA,11,36.2333,-5.95,186
5996B,BARBATE,11,36.1833,-5.9,4
5998X,OSUNA,41,37.2333,-5.1,255
6000A,MELILLA,52,35.2667,-2.95,52
6001,TARIFA,11,36,-5.5833,32
6032B,RONDA,29,36.7333,-5.1667,766
6032X,RONDA INSTITUTO,29,36.7333,-5.1667,760
6040X,CORTES DE LA FRONTERA,29,36.5333,-5.3833,315
6042I,JIMENA DE LA FRONTERA,11,36.4333,-5.3833,42
6045X,ALPANDEIRE,29,36.6167,-5.2,676
6050X,GAUCÍN,29,36.5167,-5.3167,594
6056X,"SAN ROQUE  ",11,36.2667,-5.2833,1
6057X,MANILVA,29,36.3667,-5.25,140
6058I,ESTEPONA,29,36.4167,-5.15,19
6069X,BENAHAVÍS,29,36.5333,-5.0167,392
6076X,"MARBELLA, PUERTO",29,36.4833,-4.95,2
6083X,MARBELLA,29,36.4667,-4.7333,2
6084X,FUENGIROLA,29,36.5333,-4.6167,8
6088X,TORREMOLINOS,29,36.6167,-4.5,85
6100B,ANTEQUERA AYUNTAMIENTO (AUTOMÁTICA THIES),29,37.0167,-4.55,515
6106X,ANTEQUERA,29,37.0167,-4.7333,408
6127X,ÁLORA,29,36.85,-4.6833,172
6143X,COÍN,29,36.65,-4.75,230
6155A,MÁLAGA AEROPUERTO,29,36.65,-4.4667,7
6156X,"MÁLAGA, CENTRO METEOROLÓGICO",29,36.7167,-4.4667,54
6172O,"MÁLAGA, PUERTO",29,36.7,-4.4167,25
6172X,MÁLAGA,29,36.7,-4.4167,25
6175X,RINCÓN DE LA VICTORIA,29,36.7,-4.2833,7
6199X,VÉLEZ-MÁLAGA,29,36.7667,-4.0833,41
6201X,ALGARROBO,29,36.75,-4.0333,35
6205X,TORROX,29,36.7167,-3.95,3
6213X,NERJA,29,36.75,-3.8333,169
6248D,"CAÑAR, PARQUE NACIONAL SIERRA NEVADA",18,36.95,-3.4167,1732
6258X,LANJARÓN,18,36.9167,-3.4833,708
6267X,SALOBREÑA,18,36.7333,-3.5667,20
6268X,MOTRIL,18,36.7167,-3.5167,12
6268Y,"MOTRIL, PUERTO",18,36.7167,-3.5167,3
6272X,CASTELL DE FERRO,18,36.7333,-3.3667,235
6277B,ADRA,4,36.7333,-3.0167,8
6281X,VÁLOR,18,37,-3.0667,1020
6291B,EL EJIDO,4,36.7667,-2.8,98
6293X,ROQUETAS DE MAR,4,36.6833,-2.7,3
6297,ALMERÍA,4,36.8167,-2.45,7
6299I,"LAGUNA SECA, PARQUE NACIONAL SIERRA NEVADA",18,37.0833,-2.95,2300
6302A,ABLA,4,37.1333,-2.7667,869
6307C,"LAÚJAR, PARQUE NACIONAL SIERRA NEVADA",4,37.05,-2.8833,1713
6307X,LÁUJAR DE ANDARAX,4,37.0167,-2.9,1510
6312E,"RÁGOL, PARQUE NACIONAL SIERRA NEVADA",4,37.0167,-2.6667,601
6325O,ALMERÍA AEROPUERTO,4,36.8333,-2.35,21
6329X,CABO DE GATA,4,36.7167,-2.1833,42
6332X,CARBONERAS,4,36.9667,-1.9,16
6332Y,CARBONERAS,4,36.9333,-1.9,222
6335O,"NACIMIENTO, PARQUE NACIONAL SIERRA NEVADA",4,37.1,-2.6833,970
6340X,"GARRUCHA, PUERTO",4,37.1667,-1.8,7
6364X,ALBOX,4,37.4,-2.15,508
6367B,HUÉRCAL-OVERA,4,37.3833,-1.9333,300
6375X,FUENTE DE PIEDRA,29,37.1167,-4.7333,420
6381,ALBORÁN,4,35.9333,-3.0333,15
7002Y,ÁGUILAS,30,37.4167,-1.5833,32
7007Y,MAZARRÓN,30,37.5833,-1.2167,66
7012C,CARTAGENA,30,37.6,-0.9833,17
7012D,CARTAGENA,30,37.6,-1.0167,56
7019X,CARTAGENA/SALINAS CABO PALOS,30,37.6333,-0.7,3
7020C,MURCIA AEROPUERTO,30,37.8,-1.1167,205
7023X,FUENTE ÁLAMO DE MURCIA,30,37.7167,-1.1667,140
7026X,TORRE-PACHECO,30,37.7333,-0.9667,50
7031,SAN JAVIER AEROPUERTO,30,37.7833,-0.8,4
7031X,SAN JAVIER AEROPUERTO,30,37.7667,-0.8,4
7066Y,"YESTE, EMBALSE FUENSANTA",2,38.3833,-2.2167,680
7067Y,NERPIO,2,38.0833,-2.4,1485
7072Y,YESTE,2,38.2833,-2.2833,960
7080X,MORATALLA,30,38.2667,-1.9833,955
7096B,HELLÍN,2,38.5333,-1.7,605
7103Y,TOBARRA,2,38.5833,-1.6833,615
7119B,CARAVACA DE LA CRUZ,30,38.1,-1.8667,643
7121A,CALASPARRA,30,38.2333,-1.7,350
7127X,BULLAS,30,38.0333,-1.6833,690
